Geo_FIPS,Geo_QNAME,Geo_NAME,CENSUS_NUM,CITY_NAME ,TOTAL POP_DEMOGRAPHICS,PROP_POP WHITE,PROP_POP BLACK,PROP_POP ASIAN,PROP_POP AMERICAN INDIAN,PROP_POP NATIVE HAWAIIAN,WHITE_POP,BLACK_POP,AMERICAN INDIAN_POP,ASIAN_POP,NATIVE HAWAIIAN-POP,OTHER_POP,TWO RACES _POP,TOTAL NUMBER HOUSEHOLD_INCOME,PROP_<100K,PROP_>100K,<10K,10-15K,15-20K,20-25K,25-30K,30-35K,35-40K,40-45K,45-50K,50-60K,60-75K,75-99K,100-125K,125-150K,150-200K,>200K,MEDIAN HOUSEHOLD_INCOME,OWNER HOUSEHOLD_MEDIAN INCOME,RENTER HOUSEHOLD_MEDIAN INCOME,TOTAL HOUSING UNITS ,OWNER HOUSING UNITS,RENTER HOUSING UNITS,OWNER_RATE,RENTER_RATE,WHITE OWNER_RATE,NON_WHITE OWNER RATE,WHITE OWNER HOUSING UNITS,NON WHITE OWNER HOUSING UNITS,MEDIAN HOUSE VALUE (OWNER),,OTHER ,"Owner-Occupied Housing Units: Housing Units with a Mortgage, Home Equity Loan,  or Similar Debts","Owner-Occupied Housing Units: Housing Units with a Mortgage, Home Equity Loan,  or Similar Debts: With Either a Second Mortgage or Home Equity  Loan, but Not Both","Owner-Occupied Housing Units: Housing Units with a Mortgage, Home Equity Loan,  or Similar Debts: With Either a Second Mortgage or Home Equity  Loan, but Not Both: Second Mortgage Only","Owner-Occupied Housing Units: Housing Units with a Mortgage, Home Equity Loan,  or Similar Debts: With Either a Second Mortgage or Home Equity  Loan, but Not Both: Home Equity Loan Only","Owner-Occupied Housing Units: Housing Units with a Mortgage, Home Equity Loan,  or Similar Debts: Both Second Mortgage and Home Equity Loan","Owner-Occupied Housing Units: Housing Units with a Mortgage, Home Equity Loan,  or Similar Debts: No Second Mortgage and No Home Equity Loan","Owner-Occupied Housing Units: Housing Units with a Mortgage, Home Equity Loan,  or Similar Debts: Home Equity Loan Without A Primary Mortgage",Owner-Occupied Housing Units: Housing Units Without a Mortgage,1 PERSON HOUSEHOLD,2 PERSON HOUSEHOLD,3 PERSON HOUSEHOLD,4 PERSON HOUSEHOLD,5 PERSON HOUSEHOLD,6 PERSON HOUSEHOLD,7 OR MORE PERSON HOUSEHOLD
25017334300,"Census Tract 3343, Middlesex County, Massachusetts",Census Tract 3343,3343,READING,7738,0.897001809,0.005556991,0.027268028,0,0,6941,43,0,211,0,98,445,2743,0.278162596,0.721837404,35,0,71,56,36,16,54,36,0,16,176,267,319,189,301,1171,163993,175589,42500,2779,2495,284,0.897804966,0.102195034,0.917835671,0.082164329,2290,205,830200,,,1877,392,21,371,0,1323,162,618,387,1008,488,598,218,41,3
25017334400,"Census Tract 3344, Middlesex County, Massachusetts",Census Tract 3344,3344,READING,6599,0.775420518,0.00484922,0.153205031,0,0,5117,32,0,1011,0,20,419,2580,0.336434109,0.663565891,117,19,20,25,57,47,78,104,17,36,90,258,277,163,340,932,148816,171611,93322,2681,2217,464,0.82693025,0.17306975,0.874605323,0.125394677,1939,278,656600,,,1266,282,42,240,12,939,33,951,728,896,196,533,92,135,0
25017335100,"Census Tract 3351, Middlesex County, Massachusetts",Census Tract 3351,3351,WAKEFIELD,5949,0.920154648,0.002017146,0.059001513,0,0,5474,12,0,351,0,41,71,2645,0.41436673,0.58563327,200,0,43,130,63,19,99,17,15,139,173,198,424,96,465,564,117886,142617,64205,2860,1773,1087,0.61993007,0.38006993,0.922165821,0.077834179,1635,138,648500,,,1173,121,0,121,19,939,94,600,1021,705,449,367,93,10,0
25017335200,"Census Tract 3352, Middlesex County, Massachusetts",Census Tract 3352,3352,WAKEFIELD,6632,0.882991556,0.00482509,0.027895054,0,0,5856,32,0,185,0,58,501,2621,0.322014498,0.677985502,36,21,44,15,26,201,103,42,0,60,76,220,375,337,338,727,130385,177634,111471,2621,1635,986,0.623807707,0.376192293,0.952293578,0.047706422,1557,78,678400,,,1255,190,0,190,0,1065,0,380,624,921,520,441,80,32,3
25017335301,"Census Tract 3353.01, Middlesex County, Massachusetts",Census Tract 3353.01,3353.01,WAKEFIELD,4425,0.833446328,0.032090395,0.068474576,0,0,3688,142,0,303,0,23,269,1913,0.415054888,0.584945112,80,60,47,21,40,11,16,104,34,31,116,234,245,182,246,446,113880,140960,76667,1952,1223,729,0.626536885,0.373463115,0.841373671,0.158626329,1029,194,649300,,,899,200,41,159,51,648,0,324,707,487,419,162,110,8,20
25017335302,"Census Tract 3353.02, Middlesex County, Massachusetts",Census Tract 3353.02,3353.02,WAKEFIELD,5014,0.902473075,0.005185481,0.015157559,0,0,4525,26,0,76,0,161,226,1942,0.334706488,0.665293512,75,0,75,25,31,14,19,19,3,87,97,205,192,109,234,757,157222,186023,89031,2098,1481,617,0.705910391,0.294089609,0.961512492,0.038487508,1424,57,705500,,,1175,239,4,235,0,934,2,306,575,629,319,217,136,66,0
25017335400,"Census Tract 3354, Middlesex County, Massachusetts",Census Tract 3354,3354,WAKEFIELD,5264,0.847644377,0.003039514,0.077697568,0.003229483,0,4462,16,17,409,0,64,296,1945,0.260154242,0.739845758,24,25,31,8,31,23,8,20,36,49,86,165,250,185,282,722,156420,182679,87283,1995,1683,312,0.843609023,0.156390977,0.883541295,0.116458705,1487,196,673400,,,1320,278,34,244,0,985,57,363,336,790,346,349,87,28,9
25017336100,"Census Tract 3361, Middlesex County, Massachusetts",Census Tract 3361,3361,MELROSE,5472,0.743421053,0.02869152,0.086988304,0,0,4068,157,0,476,0,230,541,2572,0.466951788,0.533048212,140,70,113,41,13,187,0,0,34,217,195,191,341,181,197,652,111439,150357,50147,2758,1612,1146,0.584481508,0.415518492,0.878411911,0.121588089,1416,196,803600,,,1088,271,0,271,0,741,76,524,1034,666,467,370,20,15,0
25017336201,"Census Tract 3362.01, Middlesex County, Massachusetts",Census Tract 3362.01,3362.01,MELROSE,2923,0.936366746,0.023605884,0.024290113,0,0,2737,69,0,71,0,8,38,1227,0.263243684,0.736756316,54,44,0,0,61,0,5,0,14,32,70,43,97,47,289,471,184923,184235,193267,1227,1124,103,0.91605542,0.08394458,0.957295374,0.042704626,1076,48,856500,,,714,196,31,165,0,443,75,410,124,670,216,217,0,0,0
25017336202,"Census Tract 3362.02, Middlesex County, Massachusetts",Census Tract 3362.02,3362.02,MELROSE,3223,0.912193608,0.003412969,0.026062675,0,0,2940,11,0,84,0,63,125,1298,0.395223421,0.604776579,41,0,27,50,12,0,84,34,0,68,97,100,80,81,105,519,140625,145250,111167,1306,1178,128,0.901990812,0.098009188,0.874363328,0.125636672,1030,148,889100,,,700,221,0,221,0,445,34,478,411,455,82,269,45,36,0
25017336300,"Census Tract 3363, Middlesex County, Massachusetts",Census Tract 3363,3363,MELROSE,6946,0.865102217,0.00129571,0.078318457,0,0,6009,9,0,544,0,37,347,2582,0.303253292,0.696746708,93,0,43,30,16,49,31,16,63,58,154,230,185,229,377,1008,160750,157500,207595,2615,2228,387,0.852007648,0.147992352,0.890933573,0.109066427,1985,243,793500,,,1650,193,0,193,0,1443,14,578,504,910,374,615,124,55,0
25017336402,"Census Tract 3364.02, Middlesex County, Massachusetts",Census Tract 3364.02,3364.02,MELROSE,5129,0.673035679,0.00038994,0.215636576,0,0,3452,2,0,1106,0,159,410,2019,0.482912333,0.517087667,90,32,133,55,64,122,85,60,0,59,77,198,162,125,225,532,101797,161438,39292,2072,1109,963,0.53523166,0.46476834,0.809738503,0.190261497,898,211,682500,,,800,184,0,184,0,584,32,309,865,408,331,246,102,0,67
25017336403,"Census Tract 3364.03, Middlesex County, Massachusetts",Census Tract 3364.03,3364.03,MELROSE,3316,0.647466828,0.07840772,0.10946924,0.002412545,0,2147,260,8,363,0,151,387,1611,0.461824953,0.538175047,31,25,52,17,27,0,17,73,57,177,91,177,76,146,271,374,121745,166067,90882,1655,483,1172,0.2918429,0.7081571,0.844720497,0.155279503,408,75,705200,,,354,128,0,128,0,226,0,129,614,609,192,86,92,0,18
25017336404,"Census Tract 3364.04, Middlesex County, Massachusetts",Census Tract 3364.04,3364.04,MELROSE,2479,0.737394111,0.056877773,0.082291246,0,0,1828,141,0,204,0,0,306,1059,0.512747875,0.487252125,34,0,0,69,19,45,40,72,12,91,46,115,95,69,131,221,92188,129063,55536,1091,654,437,0.599450046,0.400549954,0.587155963,0.412844037,384,270,705800,,,435,195,18,177,0,235,5,219,289,322,269,179,0,0,0
25017337101,"Census Tract 3371.01, Middlesex County, Massachusetts",Census Tract 3371.01,3371.01,STONEHAM,2861,0.770709542,0.023767913,0.159035302,0.003145753,0,2205,68,9,455,0,60,64,1201,0.478767694,0.521232306,30,22,73,79,34,11,12,17,44,31,79,143,65,83,150,328,115592,155300,,1209,912,297,0.754342432,0.245657568,0.879385965,0.120614035,802,110,649000,,,642,89,0,89,0,501,52,270,417,352,193,112,96,18,13
25017337102,"Census Tract 3371.02, Middlesex County, Massachusetts",Census Tract 3371.02,3371.02,STONEHAM,5674,0.868523088,0.002996123,0.057807543,0,0,4928,17,0,328,0,180,221,2059,0.322486644,0.677513356,36,36,39,0,14,36,28,0,14,148,131,182,261,153,292,689,143365,160109,102236,2232,1824,408,0.817204301,0.182795699,0.849780702,0.150219298,1550,274,649900,,,1224,267,62,205,0,940,17,600,507,667,256,389,166,74,0
25017337201,"Census Tract 3372.01, Middlesex County, Massachusetts",Census Tract 3372.01,3372.01,STONEHAM,3206,0.80474111,0.006550218,0.041796631,0,0,2580,21,0,134,0,113,358,1433,0.545010468,0.454989532,16,53,45,149,48,22,15,20,8,62,127,216,85,52,139,376,94276,172667,45156,1470,900,570,0.612244898,0.387755102,0.901111111,0.098888889,811,89,638500,,,528,51,0,51,0,444,33,372,485,483,186,243,31,0,5
25017337202,"Census Tract 3372.02, Middlesex County, Massachusetts",Census Tract 3372.02,3372.02,STONEHAM,5126,0.834568865,0.008193523,0.025555989,0,0,4278,42,0,131,0,85,590,2146,0.451071761,0.548928239,54,20,0,64,22,127,161,70,14,141,72,223,173,137,297,571,118333,163464,39511,2182,1551,631,0.710815765,0.289184235,0.977433914,0.022566086,1516,35,634100,,,1105,188,33,155,0,917,0,446,746,601,226,488,79,6,0
25017337300,"Census Tract 3373, Middlesex County, Massachusetts",Census Tract 3373,3373,STONEHAM,6119,0.832652394,0.008988397,0.094459879,0,0,5095,55,0,578,0,96,295,2681,0.427825438,0.572174562,86,75,100,0,8,88,40,69,1,122,118,440,366,218,415,535,105645,123438,103777,2739,1582,1157,0.57758306,0.42241694,0.888116308,0.111883692,1405,177,592600,,,855,93,75,18,0,762,0,727,756,1076,415,289,114,0,31
25017338100,"Census Tract 3381, Middlesex County, Massachusetts",Census Tract 3381,3381,WINCHESTER,3284,0.741473812,0,0.144031669,0,0,2435,0,0,473,0,28,348,1125,0.322666667,0.677333333,65,0,0,24,12,17,0,92,11,24,20,98,16,56,111,579,205759,217917,151389,1140,969,171,0.85,0.15,0.858617131,0.141382869,832,137,1098600,,,620,110,6,104,0,465,45,349,174,363,229,222,100,13,24
25017338200,"Census Tract 3382, Middlesex County, Massachusetts",Census Tract 3382,3382,WINCHESTER,4067,0.513892304,0.096877305,0.282763708,0,0,2090,394,0,1150,0,19,414,1556,0.331619537,0.668380463,57,7,66,27,22,16,7,0,0,84,69,161,214,102,169,555,139375,163485,120230,1568,1134,434,0.723214286,0.276785714,0.586419753,0.413580247,665,469,774600,,,727,107,55,52,0,588,32,407,477,425,204,300,126,24,0
25017338300,"Census Tract 3383, Middlesex County, Massachusetts",Census Tract 3383,3383,WINCHESTER,3483,0.885730692,0.014068332,0.050244042,0,0,3085,49,0,175,0,32,142,1354,0.330871492,0.669128508,16,49,49,80,22,51,0,35,0,27,43,76,60,47,100,699,213611,250001,,1416,959,457,0.677259887,0.322740113,0.868613139,0.131386861,833,126,1363600,,,637,154,11,143,0,464,19,322,443,332,213,238,100,19,9
25017338400,"Census Tract 3384, Middlesex County, Massachusetts",Census Tract 3384,3384,WINCHESTER,6024,0.672642762,0.023406375,0.208333333,0.005810093,0,4052,141,35,1255,0,107,434,2161,0.099953725,0.900046275,19,0,0,0,4,15,0,0,0,50,76,52,28,58,390,1469,250001,250001,176199,2240,2007,233,0.895982143,0.104017857,0.745391131,0.254608869,1496,511,1285800,,,1363,492,52,440,0,818,53,644,296,747,324,493,256,45,0
25017338500,"Census Tract 3385, Middlesex County, Massachusetts",Census Tract 3385,3385,WINCHESTER,6004,0.813457695,0.016655563,0.088607595,0.006329114,0,4884,100,38,532,0,155,295,1858,0.19752422,0.80247578,52,37,66,19,11,0,19,20,45,39,20,39,82,175,126,1108,250001,250001,,1919,1645,274,0.857217301,0.142782699,0.83100304,0.16899696,1367,278,1324100,,,1238,243,14,229,0,984,11,407,231,535,272,520,248,52,0
25017339101,"Census Tract 3391.01, Middlesex County, Massachusetts",Census Tract 3391.01,3391.01,MEDFORD,3091,0.667421546,0.108702685,0.114202523,0,0,2063,336,0,353,0,94,245,1785,0.653781513,0.346218487,89,287,90,55,31,22,171,9,80,8,196,129,85,63,107,363,62104,97760,,1911,995,916,0.520669806,0.479330194,0.730653266,0.269346734,727,268,685000,,,403,99,0,99,0,293,11,592,985,495,210,40,29,0,26
25017339102,"Census Tract 3391.02, Middlesex County, Massachusetts",Census Tract 3391.02,3391.02,MEDFORD,3348,0.909498208,0.002986858,0.028375149,0,0,3045,10,0,95,0,57,141,1258,0.405405405,0.594594595,19,0,0,0,38,61,28,19,33,102,97,113,70,106,133,439,141207,147679,,1267,1168,99,0.921862668,0.078137332,0.950342466,0.049657534,1110,58,787200,,,701,99,0,99,0,578,24,467,266,479,212,248,41,0,12
25017339200,"Census Tract 3392, Middlesex County, Massachusetts",Census Tract 3392,3392,MEDFORD,5719,0.895611121,0.004546249,0.038293408,0,0,5122,26,0,219,0,20,332,2228,0.230251346,0.769748654,22,0,0,38,28,16,13,39,31,54,129,143,195,171,334,1015,185781,219943,125208,2346,1661,685,0.70801364,0.29198636,0.923540036,0.076459964,1534,127,901500,,,1162,201,0,201,0,947,14,499,376,932,529,263,128,0,0
25017339300,"Census Tract 3393, Middlesex County, Massachusetts",Census Tract 3393,3393,MEDFORD,3069,0.588791137,0.224503095,0.045617465,0,0,1807,689,0,140,0,86,347,1208,0.483443709,0.516556291,32,82,38,7,7,0,14,6,0,79,171,148,75,68,152,329,108889,163558,73542,1220,615,605,0.504098361,0.495901639,0.650406504,0.349593496,400,215,679400,,,443,69,0,69,0,362,12,172,261,504,178,180,77,8,0
25017339400,"Census Tract 3394, Middlesex County, Massachusetts",Census Tract 3394,3394,MEDFORD,3821,0.816801884,0.030620256,0.077990055,0,0,3121,117,0,298,0,19,266,1503,0.447771124,0.552228876,43,133,0,14,50,35,39,51,77,34,112,85,93,41,216,480,118352,161250,92125,1521,616,905,0.404996713,0.595003287,0.907467532,0.092532468,559,57,757400,,,438,43,0,43,0,357,38,178,409,431,247,381,25,10,0
25017339500,"Census Tract 3395, Middlesex County, Massachusetts",Census Tract 3395,3395,MEDFORD,5506,0.738103887,0.024518707,0.096077007,0,0.002542681,4064,135,0,529,14,228,536,1698,0.52532391,0.47467609,20,47,26,36,38,47,37,161,22,98,161,199,106,119,344,237,94122,128250,73864,1820,702,1118,0.385714286,0.614285714,0.839031339,0.160968661,589,113,736500,,,352,37,11,26,0,305,10,350,450,713,299,196,17,23,0
25017339600,"Census Tract 3396, Middlesex County, Massachusetts",Census Tract 3396,3396,MEDFORD,5174,0.651140317,0.023386162,0.095477387,0,0,3369,121,0,494,0,849,341,2150,0.325581395,0.674418605,21,13,48,36,54,78,32,46,0,69,96,207,206,292,344,608,136040,135263,136508,2340,794,1546,0.339316239,0.660683761,0.850125945,0.149874055,675,119,625000,,,417,19,0,19,0,398,0,377,515,776,433,121,109,196,0
25017339700,"Census Tract 3397, Middlesex County, Massachusetts",Census Tract 3397,3397,MEDFORD,3675,0.59537415,0.084081633,0.13414966,0,0,2188,309,0,493,0,168,517,1831,0.647187329,0.352812671,282,89,28,136,0,8,5,68,142,72,195,160,115,99,154,278,69539,77969,53333,1896,819,1077,0.431962025,0.568037975,0.732600733,0.267399267,600,219,704200,,,337,24,24,0,0,294,19,482,692,567,396,121,33,22,0
25017339802,"Census Tract 3398.02, Middlesex County, Massachusetts",Census Tract 3398.02,3398.02,MEDFORD,4769,0.588173621,0.174460055,0.17487943,0.002306563,0,2805,832,11,834,0,137,150,2156,0.426252319,0.573747681,18,56,139,0,79,79,0,33,113,62,84,256,105,71,498,563,145263,189516,98182,2426,932,1494,0.384171476,0.615828524,0.788626609,0.211373391,735,197,696900,,,566,87,25,62,0,452,27,366,791,799,198,179,176,13,0
25017339803,"Census Tract 3398.03, Middlesex County, Massachusetts",Census Tract 3398.03,3398.03,MEDFORD,3812,0.584470094,0.023347324,0.355718783,0,0,2228,89,0,1356,0,24,115,1977,0.409205867,0.590794133,219,65,28,11,58,62,15,0,72,38,53,188,336,71,177,584,109922,83393,116284,2118,375,1743,0.177053824,0.822946176,0.461333333,0.538666667,173,202,746100,,,96,0,0,0,0,96,0,279,635,1015,214,52,61,0,0
25017339804,"Census Tract 3398.04, Middlesex County, Massachusetts",Census Tract 3398.04,3398.04,MEDFORD,2580,0.479069767,0.122868217,0.23255814,0,0,1236,317,0,600,0,94,333,1041,0.39673391,0.60326609,29,0,0,16,0,6,0,5,8,30,139,180,161,33,289,145,118482,119583,108274,1088,688,400,0.632352941,0.367647059,0.54505814,0.45494186,375,313,742900,,,292,25,9,16,0,249,18,396,241,328,197,128,122,25,0
25017339900,"Census Tract 3399, Middlesex County, Massachusetts",Census Tract 3399,3399,MEDFORD,5174,0.703324314,0.063393893,0.099342868,0,0,3639,328,0,514,0,10,683,2142,0.429505135,0.570494865,85,36,79,84,17,0,18,8,131,97,238,127,339,145,381,357,107720,154792,101917,2242,1109,1133,0.494647636,0.505352364,0.748422002,0.251577998,830,279,648800,,,797,198,0,198,0,580,19,312,737,614,377,186,191,0,37
25017340000,"Census Tract 3400, Middlesex County, Massachusetts",Census Tract 3400,3400,MEDFORD,2701,0.656423547,0.083302481,0.177341725,0,0,1773,225,0,479,0,15,209,1002,0.376247505,0.623752495,11,17,0,46,13,44,9,33,40,63,62,39,178,141,127,179,116605,127517,115407,1034,561,473,0.542553191,0.457446809,0.739750446,0.260249554,415,146,585900,,,326,54,0,54,0,251,21,235,186,285,223,226,82,0,0
25017340100,"Census Tract 3401, Middlesex County, Massachusetts",Census Tract 3401,3401,MEDFORD,6623,0.68684886,0.050732297,0.102068549,0,0,4549,336,0,676,0,504,558,2593,0.369070575,0.630929425,67,36,54,11,86,62,121,0,0,49,274,197,212,97,442,885,154453,174927,68547,2650,2003,647,0.755849057,0.244150943,0.762855716,0.237144284,1528,475,687200,,,1645,116,34,82,0,1477,52,358,485,979,698,269,112,36,14
25017341101,"Census Tract 3411.01, Middlesex County, Massachusetts",Census Tract 3411.01,3411.01,MALDEN,4092,0.490957967,0.10801564,0.306940371,0.003665689,0,2009,442,15,1256,0,128,242,1445,0.356401384,0.643598616,40,0,3,41,19,36,33,12,92,60,52,127,108,115,321,386,144750,175106,108778,1543,1110,433,0.719377835,0.280622165,0.576576577,0.423423423,640,470,739000,,,819,126,50,76,39,609,45,291,171,536,349,270,61,13,45
25017341102,"Census Tract 3411.02, Middlesex County, Massachusetts",Census Tract 3411.02,3411.02,MALDEN,5593,0.537278741,0.032004291,0.287144645,0.01162167,0,3005,179,65,1606,0,334,404,2428,0.537891269,0.462108731,183,68,137,31,119,45,47,15,31,62,179,389,228,100,323,471,93350,128542,75233,2542,1045,1497,0.411093627,0.588906373,0.673684211,0.326315789,704,341,611700,,,759,35,0,35,24,700,0,286,799,723,511,234,83,78,0
25017341200,"Census Tract 3412, Middlesex County, Massachusetts",Census Tract 3412,3412,MALDEN,6969,0.456449993,0.050509399,0.366336634,0,0,3181,352,0,2553,0,468,415,2628,0.552511416,0.447488584,0,107,32,100,83,172,104,31,51,55,247,470,131,264,244,537,90541,95375,90135,2839,1484,1355,0.522719267,0.477280733,0.511455526,0.488544474,759,725,709000,,,1002,243,107,136,0,742,17,482,557,870,351,645,141,64,0
25017341301,"Census Tract 3413.01, Middlesex County, Massachusetts",Census Tract 3413.01,3413.01,MALDEN,4290,0.207459207,0.137762238,0.593939394,0,0,890,591,0,2548,0,90,171,2197,0.618570778,0.381429222,322,54,103,68,34,108,32,27,32,42,226,311,117,113,310,298,77004,75208,77426,2286,96,2190,0.041994751,0.958005249,0.427083333,0.572916667,41,55,621600,,,54,12,12,0,0,42,0,42,1049,600,328,177,21,22,0
25017341302,"Census Tract 3413.02, Middlesex County, Massachusetts",Census Tract 3413.02,3413.02,MALDEN,2584,0.540247678,0.125386997,0.202786378,0,0,1396,324,0,524,0,99,241,1202,0.475873544,0.524126456,85,35,14,0,72,24,9,15,13,75,127,103,127,59,321,123,101908,,102105,1245,238,1007,0.191164659,0.808835341,0.68487395,0.31512605,163,75,683300,,,66,0,0,0,0,66,0,172,347,552,163,60,75,0,5
25017341400,"Census Tract 3414, Middlesex County, Massachusetts",Census Tract 3414,3414,MALDEN,6715,0.40446761,0.234847357,0.261206255,0,0,2716,1577,0,1754,0,36,632,2499,0.557422969,0.442577031,21,0,107,167,46,33,8,101,8,187,261,454,292,375,194,245,88625,126826,68507,2746,1291,1455,0.470138383,0.529861617,0.398915569,0.601084431,515,776,565600,,,723,52,8,44,0,638,33,568,567,724,621,297,170,0,120
25017341500,"Census Tract 3415, Middlesex County, Massachusetts",Census Tract 3415,3415,MALDEN,4775,0.399371728,0.174240838,0.266806283,0,0,1907,832,0,1274,0,413,349,1730,0.492485549,0.507514451,93,84,30,41,36,64,12,23,20,132,66,251,258,163,178,279,101016,120852,77159,1869,861,1008,0.460674157,0.539325843,0.477351916,0.522648084,411,450,486200,,,535,90,23,67,0,436,9,326,406,555,282,226,135,52,74
25017341600,"Census Tract 3416, Middlesex County, Massachusetts",Census Tract 3416,3416,MALDEN,6472,0.508652658,0.164709518,0.181087763,0.002935723,0,3292,1066,19,1172,0,197,726,2719,0.50165502,0.49834498,180,101,0,87,218,145,77,0,24,88,186,258,369,211,391,384,94816,126466,62156,2972,1394,1578,0.469044415,0.530955585,0.600430416,0.399569584,837,557,580000,,,902,109,0,109,0,793,0,492,852,872,439,341,204,11,0
25017341700,"Census Tract 3417, Middlesex County, Massachusetts",Census Tract 3417,3417,MALDEN,6144,0.520670573,0.175130208,0.123697917,0,0,3199,1076,0,760,0,92,1017,2213,0.501129688,0.498870312,103,142,32,33,0,81,105,61,51,91,160,250,149,118,363,474,97372,161755,40656,2257,1387,870,0.614532565,0.385467435,0.559480894,0.440519106,776,611,643300,,,1083,230,28,202,0,837,16,304,501,664,439,285,200,71,53
25017341800,"Census Tract 3418, Middlesex County, Massachusetts",Census Tract 3418,3418,MALDEN,6435,0.392385392,0.192540793,0.252836053,0.007148407,0,2525,1239,46,1627,0,561,437,2731,0.730501648,0.269498352,136,110,176,191,189,166,13,43,75,378,185,333,227,208,83,218,56409,97155,53554,2877,702,2175,0.244004171,0.755995829,0.472934473,0.527065527,332,370,585600,,,532,173,16,157,0,319,40,170,576,1055,481,491,128,0,0
25017341901,"Census Tract 3419.01, Middlesex County, Massachusetts",Census Tract 3419.01,3419.01,MALDEN,1138,0.505272408,0.068541301,0.202987698,0,0,575,78,0,231,0,101,153,423,0.479905437,0.520094563,0,5,21,0,0,27,25,29,18,13,23,42,45,33,99,43,100966,124583,82115,482,303,179,0.628630705,0.371369295,0.660066007,0.339933993,200,103,582700,,,143,36,0,36,0,107,0,160,55,169,78,87,34,0,0
25017341903,"Census Tract 3419.03, Middlesex County, Massachusetts",Census Tract 3419.03,3419.03,MALDEN,7110,0.442053446,0.11533052,0.314205345,0.007594937,0,3143,820,54,2234,0,228,631,3023,0.35362223,0.64637777,155,33,0,0,75,32,40,17,49,165,269,234,422,524,648,360,125380,131316,120378,3282,726,2556,0.221206581,0.778793419,0.58953168,0.41046832,428,298,490200,,,446,107,40,67,17,305,17,280,678,1302,556,407,74,6,0
25017341904,"Census Tract 3419.04, Middlesex County, Massachusetts",Census Tract 3419.04,3419.04,MALDEN,3192,0.396616541,0.138157895,0.377819549,0.005325815,0,1266,441,17,1206,0,30,232,1081,0.560592044,0.439407956,66,0,25,23,63,23,75,88,29,97,27,90,77,179,88,131,86131,130404,50904,1103,433,670,0.39256573,0.60743427,0.743648961,0.256351039,322,111,606400,,,282,45,0,45,0,237,0,151,218,213,217,295,102,36,0
25017342101,"Census Tract 3421.01, Middlesex County, Massachusetts",Census Tract 3421.01,3421.01,EVERETT,5487,0.465463824,0.160925825,0.047749225,0,0,2554,883,0,262,0,1170,618,1750,0.510857143,0.489142857,153,41,0,47,27,35,42,57,47,114,151,180,245,160,348,103,98813,135888,68529,1814,730,1084,0.402425579,0.597574421,0.454794521,0.545205479,332,398,596800,,,447,0,0,0,0,447,0,283,306,466,380,434,54,110,0
25017342102,"Census Tract 3421.02, Middlesex County, Massachusetts",Census Tract 3421.02,3421.02,EVERETT,4870,0.315400411,0.210677618,0.180287474,0,0.011704312,1536,1026,0,878,57,526,847,1622,0.638717633,0.361282367,51,159,70,60,36,48,36,80,85,101,79,231,88,107,168,223,75682,122083,49922,1699,424,1275,0.249558564,0.750441436,0.516509434,0.483490566,219,205,579300,,,297,24,24,0,0,256,17,127,422,429,271,200,132,72,96
25017342201,"Census Tract 3422.01, Middlesex County, Massachusetts",Census Tract 3422.01,3422.01,EVERETT,5646,0.455189515,0.132128941,0.113354587,0.018597237,0,2570,746,105,640,0,580,1005,2302,0.560816681,0.439183319,190,80,38,0,134,35,62,53,28,175,145,351,514,91,250,156,94429,114208,71406,2480,769,1711,0.310080645,0.689919355,0.542262679,0.457737321,417,352,621500,,,660,145,0,145,0,515,0,109,593,429,545,590,118,27,0
25017342202,"Census Tract 3422.02, Middlesex County, Massachusetts",Census Tract 3422.02,3422.02,EVERETT,3931,0.336046807,0.174764691,0.127702875,0,0,1321,687,0,502,0,568,853,1467,0.605316973,0.394683027,40,73,124,124,15,6,5,84,18,108,150,141,140,73,185,181,73650,95595,56161,1544,856,688,0.554404145,0.445595855,0.389018692,0.610981308,333,523,533800,,,624,36,5,31,0,579,9,232,451,208,225,393,125,65,0
25017342301,"Census Tract 3423.01, Middlesex County, Massachusetts",Census Tract 3423.01,3423.01,EVERETT,3903,0.274660518,0.169613118,0.011785806,0,0,1072,662,0,46,0,717,1406,1132,0.485865724,0.514134276,0,63,25,54,28,26,146,10,25,45,12,116,101,34,139,308,107625,178344,36717,1155,715,440,0.619047619,0.380952381,0.471328671,0.528671329,337,378,685300,,,513,25,0,25,0,488,0,202,213,337,170,201,37,131,43
25017342302,"Census Tract 3423.02, Middlesex County, Massachusetts",Census Tract 3423.02,3423.02,EVERETT,3624,0.484271523,0.142108168,0.051600442,0,0,1755,515,0,187,0,306,861,1250,0.5256,0.4744,28,72,47,0,38,0,18,48,0,96,54,256,141,202,123,127,98788,119479,78877,1333,593,740,0.444861215,0.555138785,0.585160202,0.414839798,347,246,634200,,,465,89,54,35,0,360,16,128,318,171,340,327,15,23,56
25017342401,"Census Tract 3424.01, Middlesex County, Massachusetts",Census Tract 3424.01,3424.01,EVERETT,3674,0.394393032,0.035928144,0.034839412,0,0,1449,132,0,128,0,481,1484,1633,0.702388242,0.297611758,178,155,208,14,74,6,15,80,0,110,112,195,117,118,50,201,59227,99657,37083,1918,468,1450,0.244004171,0.755995829,0.647435897,0.352564103,303,165,558400,,,342,26,0,26,0,316,0,126,525,577,341,108,44,18,20
